Quantity,Category,Discount,Region,Segment,Ship Mode,State,Sub-Category,Sales
6,Furniture,0.3,Central,Consumer,First Class,Illinois,Bookcases,424.116
3,Office Supplies,0.8,Central,Consumer,First Class,Illinois,Binders,2.892
5,Office Supplies,0.2,Central,Consumer,First Class,Illinois,Storage,381.72
2,Furniture,0.2,South,Consumer,Standard Class,Florida,Chairs,97.184
2,Office Supplies,0.2,South,Consumer,Standard Class,Florida,Paper,10.368
3,Furniture,0.3,Central,Consumer,Standard Class,Texas,Tables,890.841
4,Technology,0.0,West,Consumer,Second Class,California,Accessories,72.0
2,Furniture,0.2,West,Consumer,Second Class,California,Chairs,113.888
3,Office Supplies,0.0,West,Consumer,Second Class,California,Envelopes,158.13
3,Office Supplies,0.0,East,Corporate,Second Class,New York,Fasteners,14.13
5,Office Supplies,0.0,Central,Consumer,Standard Class,Michigan,Binders,64.75
2,Office Supplies,0.7,South,Consumer,Standard Class,Florida,Binders,1.872
2,Office Supplies,0.7,South,Consumer,Standard Class,Florida,Binders,11.214
8,Office Supplies,0.2,South,Consumer,Standard Class,Florida,Art,37.376
1,Technology,0.2,Central,Home Office,Standard Class,Illinois,Phones,286.4
3,Office Supplies,0.0,East,Consumer,Second Class,New York,Art,43.92
1,Furniture,0.4,East,Corporate,Standard Class,New York,Tables,142.182
3,Office Supplies,0.2,West,Corporate,Standard Class,Oregon,Paper,19.608
7,Office Supplies,0.7,West,Corporate,Standard Class,Oregon,Binders,4.158
5,Technology,0.0,East,Consumer,Second Class,New York,Phones,979.95
5,Furniture,0.0,East,Consumer,Second Class,New York,Furnishings,135.3
2,Technology,0.2,Central,Corporate,Standard Class,Illinois,Accessories,100.8
2,Furniture,0.0,East,Consumer,First Class,New York,Furnishings,41.96
3,Office Supplies,0.0,East,Consumer,First Class,New York,Labels,9.45
5,Office Supplies,0.0,West,Consumer,Standard Class,Washington,Appliances,400.8
1,Office Supplies,0.2,West,Consumer,Standard Class,Washington,Binders,28.792
2,Furniture,0.0,West,Home Office,Standard Class,California,Furnishings,111.0
4,Technology,0.2,West,Home Office,Standard Class,California,Machines,1279.968
7,Office Supplies,0.0,West,Home Office,Standard Class,California,Storage,1856.19
6,Furniture,0.6,Central,Corporate,First Class,Illinois,Furnishings,22.752
1,Technology,0.4,East,Corporate,Standard Class,Pennsylvania,Phones,61.542
7,Office Supplies,0.7,East,Corporate,Standard Class,Pennsylvania,Binders,81.438
2,Furniture,0.2,South,Consumer,Standard Class,Florida,Furnishings,67.36
3,Furniture,0.2,South,Consumer,Standard Class,Florida,Furnishings,54.528
2,Technology,0.0,East,Consumer,Standard Class,New York,Accessories,843.9
2,Furniture,0.2,East,Consumer,Standard Class,New York,Bookcases,449.568
1,Office Supplies,0.0,West,Corporate,First Class,California,Storage,15.51
3,Furniture,0.1,East,Corporate,Second Class,New York,Chairs,192.186
2,Office Supplies,0.0,East,Corporate,First Class,New York,Art,5.76
2,Furniture,0.0,South,Consumer,Standard Class,Georgia,Chairs,67.88
13,Office Supplies,0.0,South,Consumer,Standard Class,Georgia,Labels,162.89
3,Furniture,0.0,South,Consumer,Standard Class,Georgia,Furnishings,25.71
6,Office Supplies,0.0,East,Consumer,Standard Class,New York,Storage,191.88
6,Furniture,0.45,South,Corporate,Standard Class,Florida,Tables,721.875
4,Technology,0.2,South,Corporate,Standard Class,Florida,Phones,73.568
1,Office Supplies,0.2,South,Corporate,Standard Class,Florida,Art,13.584
1,Furniture,0.2,South,Corporate,Standard Class,Florida,Chairs,64.784
3,Office Supplies,0.8,Central,Consumer,Standard Class,Texas,Appliances,176.772
6,Office Supplies,0.0,Central,Corporate,Standard Class,Wisconsin,Binders,38.82
5,Office Supplies,0.0,Central,Corporate,Standard Class,Wisconsin,Binders,21.9
7,Technology,0.0,West,Consumer,Standard Class,California,Accessories,111.79
8,Technology,0.4,East,Home Office,Second Class,Ohio,Phones,445.44
5,Office Supplies,0.2,East,Home Office,Standard Class,Pennsylvania,Labels,16.52
5,Office Supplies,0.0,West,Home Office,Standard Class,California,Paper,29.9
8,Office Supplies,0.0,Central,Corporate,Second Class,Michigan,Binders,116.4
1,Office Supplies,0.2,West,Home Office,Standard Class,Arizona,Art,1.408
6,Technology,0.4,East,Corporate,Second Class,Pennsylvania,Phones,251.964
3,Furniture,0.4,East,Corporate,Second Class,Pennsylvania,Tables,523.764
3,Office Supplies,0.0,West,Consumer,First Class,California,Paper,19.44
3,Furniture,0.2,West,Consumer,First Class,California,Chairs,194.352
3,Office Supplies,0.2,West,Consumer,First Class,California,Binders,36.624
3,Technology,0.4,East,Corporate,Standard Class,Pennsylvania,Phones,340.182
8,Office Supplies,0.2,East,Corporate,Standard Class,Pennsylvania,Fasteners,12.672
2,Office Supplies,0.7,East,Corporate,Standard Class,Pennsylvania,Binders,6.888
2,Office Supplies,0.2,East,Corporate,Standard Class,Pennsylvania,Storage,32.544
7,Furniture,0.3,East,Corporate,Standard Class,Pennsylvania,Chairs,347.802
3,Office Supplies,0.7,South,Corporate,First Class,Florida,Binders,15.57
2,Office Supplies,0.2,South,Consumer,Second Class,North Carolina,Labels,4.608
2,Technology,0.0,Central,Corporate,Standard Class,Kansas,Phones,257.98
11,Office Supplies,0.0,West,Consumer,Second Class,California,Storage,153.78
3,Office Supplies,0.0,West,Consumer,Second Class,California,Storage,61.02
7,Office Supplies,0.0,West,Consumer,Second Class,California,Supplies,110.11
1,Office Supplies,0.0,West,Consumer,Second Class,California,Fasteners,7.89
3,Office Supplies,0.2,West,Corporate,Standard Class,California,Binders,36.024
4,Office Supplies,0.2,Central,Corporate,First Class,Illinois,Art,54.336
6,Office Supplies,0.0,West,Corporate,Standard Class,Washington,Storage,92.52
3,Office Supplies,0.2,South,Consumer,Same Day,North Carolina,Art,10.272
3,Office Supplies,0.0,Central,Consumer,Standard Class,Nebraska,Storage,40.74
5,Office Supplies,0.0,Central,Consumer,Standard Class,Nebraska,Labels,14.4
5,Technology,0.0,Central,Consumer,Standard Class,Nebraska,Phones,149.95
2,Office Supplies,0.0,Central,Consumer,Standard Class,Nebraska,Supplies,16.9
3,Office Supplies,0.0,Central,Consumer,Standard Class,Nebraska,Paper,17.61
2,Office Supplies,0.0,Central,Consumer,Standard Class,Nebraska,Appliances,378.0
6,Office Supplies,0.0,Central,Consumer,Standard Class,Nebraska,Storage,373.08
14,Furniture,0.0,Central,Consumer,Standard Class,Nebraska,Furnishings,1336.44
3,Technology,0.0,Central,Consumer,Standard Class,Nebraska,Phones,29.97
2,Furniture,0.2,South,Consumer,Standard Class,Tennessee,Chairs,390.368
5,Furniture,0.2,South,Consumer,Standard Class,Tennessee,Furnishings,101.52
5,Office Supplies,0.0,West,Consumer,Standard Class,California,Paper,15.7
3,Office Supplies,0.0,West,Consumer,Standard Class,California,Art,59.52
5,Office Supplies,0.0,West,Consumer,Standard Class,California,Paper,34.4
2,Furniture,0.4,East,Corporate,Standard Class,New York,Tables,313.176
3,Furniture,0.1,East,Corporate,Standard Class,New York,Chairs,866.646
6,Office Supplies,0.2,East,Corporate,Same Day,Ohio,Appliances,795.408
9,Office Supplies,0.2,Central,Consumer,Second Class,Illinois,Paper,35.856
4,Technology,0.2,Central,Consumer,Second Class,Illinois,Accessories,23.84
1,Furniture,0.0,West,Consumer,Standard Class,Washington,Furnishings,43.13
4,Office Supplies,0.0,East,Consumer,Standard Class,New York,Supplies,70.12
5,Furniture,0.15,West,Corporate,Standard Class,California,Bookcases,509.9575
3,Furniture,0.0,West,Corporate,Standard Class,California,Furnishings,122.91
2,Furniture,0.2,West,Corporate,Standard Class,California,Chairs,97.568
3,Furniture,0.2,West,Corporate,Standard Class,California,Chairs,722.352
5,Office Supplies,0.2,Central,Consumer,First Class,Illinois,Labels,11.52
8,Furniture,0.0,West,Corporate,Standard Class,California,Furnishings,167.84
1,Furniture,0.4,East,Consumer,Standard Class,Ohio,Tables,172.11
2,Technology,0.0,East,Consumer,First Class,New York,Accessories,99.98
1,Technology,0.2,West,Home Office,Standard Class,Oregon,Phones,156.792
2,Technology,0.2,West,Home Office,Standard Class,Oregon,Accessories,35.36
1,Furniture,0.2,West,Home Office,Standard Class,Oregon,Furnishings,13.592
2,Furniture,0.3,East,Corporate,Second Class,Pennsylvania,Chairs,386.68
5,Technology,0.2,East,Corporate,Second Class,Pennsylvania,Accessories,379.96
3,Technology,0.4,East,Corporate,Second Class,Pennsylvania,Phones,539.91
5,Office Supplies,0.2,East,Corporate,Second Class,Pennsylvania,Paper,41.24
1,Office Supplies,0.7,East,Corporate,Second Class,Pennsylvania,Binders,51.897
5,Office Supplies,0.2,East,Corporate,Second Class,Pennsylvania,Storage,552.56
5,Office Supplies,0.7,East,Corporate,Second Class,Pennsylvania,Binders,23.16
2,Office Supplies,0.2,East,Corporate,Second Class,Pennsylvania,Storage,126.08
3,Technology,0.7,East,Corporate,Second Class,Pennsylvania,Machines,449.1
4,Office Supplies,0.2,East,Consumer,Standard Class,Pennsylvania,Appliances,195.104
2,Furniture,0.3,Central,Consumer,Second Class,Texas,Chairs,85.246
2,Furniture,0.6,Central,Consumer,Second Class,Texas,Furnishings,32.712
2,Office Supplies,0.0,South,Corporate,Standard Class,Mississippi,Paper,12.96
4,Office Supplies,0.0,South,Corporate,Standard Class,Mississippi,Paper,16.0
3,Office Supplies,0.0,South,Corporate,Standard Class,Mississippi,Appliances,32.67
3,Office Supplies,0.2,West,Consumer,Standard Class,Arizona,Fasteners,4.464
5,Office Supplies,0.7,West,Consumer,Standard Class,Arizona,Binders,9.345
6,Office Supplies,0.2,West,Corporate,Standard Class,California,Binders,23.136
5,Office Supplies,0.0,West,Corporate,Standard Class,California,Art,99.2
5,Office Supplies,0.2,West,Corporate,Standard Class,Washington,Binders,21.36
5,Furniture,0.0,West,Corporate,Second Class,Washington,Furnishings,46.9
5,Office Supplies,0.2,West,Consumer,Standard Class,California,Binders,18.72
2,Furniture,0.2,West,Consumer,Standard Class,California,Tables,236.528
3,Office Supplies,0.0,West,Corporate,First Class,California,Labels,18.9
2,Office Supplies,0.2,Central,Corporate,First Class,Texas,Paper,10.688
3,Office Supplies,0.2,Central,Corporate,First Class,Texas,Storage,237.096
1,Office Supplies,0.2,Central,Home Office,Second Class,Illinois,Paper,5.184
2,Office Supplies,0.2,Central,Home Office,Second Class,Illinois,Paper,65.584
1,Furniture,0.6,Central,Home Office,Second Class,Illinois,Furnishings,22.2
5,Office Supplies,0.2,Central,Home Office,Second Class,Illinois,Paper,419.4
5,Furniture,0.2,South,Consumer,First Class,Tennessee,Furnishings,88.92
3,Office Supplies,0.2,Central,Home Office,Second Class,Texas,Art,9.912
5,Furniture,0.3,Central,Home Office,Second Class,Texas,Chairs,318.43
5,Office Supplies,0.8,Central,Home Office,Second Class,Texas,Binders,5.8
6,Technology,0.2,Central,Home Office,Second Class,Texas,Phones,1415.76
2,Technology,0.2,Central,Consumer,Standard Class,Illinois,Phones,148.48
4,Office Supplies,0.2,Central,Consumer,Standard Class,Illinois,Labels,9.248
2,Office Supplies,0.2,Central,Consumer,Standard Class,Illinois,Storage,1036.624
2,Technology,0.0,South,Consumer,First Class,Virginia,Phones,569.64
1,Office Supplies,0.0,South,Consumer,First Class,Virginia,Binders,9.14
7,Furniture,0.0,South,Consumer,First Class,Virginia,Furnishings,1196.86
9,Furniture,0.0,South,Consumer,First Class,Virginia,Bookcases,523.26
4,Technology,0.2,West,Consumer,Second Class,California,Copiers,639.968
2,Office Supplies,0.0,West,Consumer,Second Class,California,Paper,52.76
9,Technology,0.0,West,Consumer,Second Class,Washington,Accessories,538.92
2,Office Supplies,0.0,West,Consumer,Standard Class,California,Art,14.88
8,Office Supplies,0.0,West,Consumer,Standard Class,California,Paper,34.24
2,Office Supplies,0.0,West,Consumer,Standard Class,California,Storage,261.74
8,Office Supplies,0.0,West,Corporate,Standard Class,California,Appliances,87.84
4,Furniture,0.0,West,Home Office,Second Class,California,Furnishings,34.92
3,Office Supplies,0.0,East,Consumer,Standard Class,New York,Paper,14.94
2,Furniture,0.0,East,Consumer,Standard Class,New York,Furnishings,14.56
4,Office Supplies,0.7,East,Corporate,Standard Class,Pennsylvania,Binders,3.576
2,Office Supplies,0.2,East,Corporate,Standard Class,Pennsylvania,Storage,147.184
5,Technology,0.0,West,Home Office,First Class,Utah,Copiers,1499.95
4,Office Supplies,0.2,Central,Corporate,Standard Class,Illinois,Art,13.568
9,Furniture,0.0,South,Home Office,Standard Class,Kentucky,Chairs,2573.82
2,Office Supplies,0.0,South,Home Office,Standard Class,Kentucky,Binders,609.98
2,Office Supplies,0.0,South,Home Office,Standard Class,Kentucky,Art,5.48
2,Technology,0.0,South,Home Office,Standard Class,Kentucky,Phones,391.98
4,Technology,0.0,South,Home Office,Standard Class,Kentucky,Phones,755.96
4,Office Supplies,0.0,South,Home Office,Standard Class,Kentucky,Fasteners,31.12
1,Office Supplies,0.0,South,Home Office,Standard Class,Kentucky,Paper,6.54
1,Office Supplies,0.0,West,Home Office,Second Class,California,Envelopes,12.78
4,Office Supplies,0.2,East,Home Office,Standard Class,New York,Binders,18.464
7,Furniture,0.3,East,Corporate,Second Class,Pennsylvania,Chairs,445.802
1,Office Supplies,0.0,Central,Home Office,Standard Class,North Dakota,Art,2.48
5,Office Supplies,0.0,Central,Home Office,Standard Class,North Dakota,Binders,25.9
5,Office Supplies,0.0,East,Home Office,Second Class,New Hampshire,Paper,29.9
9,Technology,0.0,East,Home Office,Second Class,New Hampshire,Accessories,2249.91
4,Furniture,0.3,East,Home Office,Second Class,New Hampshire,Tables,1053.164
2,Office Supplies,0.0,West,Consumer,Standard Class,California,Paper,12.96
6,Furniture,0.0,West,Corporate,Standard Class,California,Furnishings,106.68
6,Technology,0.0,East,Consumer,Same Day,New York,Phones,119.94
3,Office Supplies,0.2,Central,Consumer,Standard Class,Texas,Paper,10.272
5,Furniture,0.3,Central,Consumer,Standard Class,Texas,Tables,512.19
2,Office Supplies,0.8,Central,Consumer,Standard Class,Texas,Appliances,1.556
2,Office Supplies,0.2,West,Consumer,Standard Class,California,Binders,4.448
3,Furniture,0.0,West,Consumer,Standard Class,California,Furnishings,276.69
4,Office Supplies,0.0,West,Consumer,Standard Class,California,Art,71.92
3,Furniture,0.0,West,Consumer,Standard Class,California,Furnishings,18.84
3,Technology,0.0,West,Consumer,Standard Class,California,Accessories,140.97
3,Technology,0.2,West,Consumer,Standard Class,California,Phones,470.376
2,Office Supplies,0.0,West,Consumer,Same Day,California,Art,6.08
1,Technology,0.2,West,Consumer,Same Day,California,Phones,164.792
2,Office Supplies,0.0,East,Corporate,Second Class,New Jersey,Envelopes,23.36
2,Technology,0.2,West,Consumer,Standard Class,California,Phones,46.384
2,Office Supplies,0.0,West,Consumer,Standard Class,California,Storage,362.92
2,Office Supplies,0.2,East,Consumer,Standard Class,Ohio,Paper,9.248
9,Technology,0.4,East,Consumer,Standard Class,Ohio,Phones,1889.946
5,Office Supplies,0.2,East,Consumer,Standard Class,Ohio,Storage,62.04
7,Office Supplies,0.2,East,Consumer,Standard Class,Ohio,Storage,239.456
5,Office Supplies,0.2,East,Consumer,Standard Class,Ohio,Art,13.12
2,Office Supplies,0.0,South,Consumer,Second Class,Kentucky,Binders,29.36
5,Office Supplies,0.0,South,Consumer,Second Class,Kentucky,Appliances,214.9
4,Office Supplies,0.0,South,Consumer,Second Class,Kentucky,Binders,15.92
5,Technology,0.0,South,Consumer,Second Class,Kentucky,Accessories,146.45
1,Office Supplies,0.0,South,Consumer,Second Class,Kentucky,Storage,15.14
2,Office Supplies,0.0,South,Consumer,Second Class,Kentucky,Labels,5.76
2,Technology,0.0,South,Consumer,Second Class,Kentucky,Copiers,1399.98
2,Office Supplies,0.7,East,Consumer,Standard Class,Ohio,Binders,8.952
6,Office Supplies,0.7,East,Consumer,Standard Class,Ohio,Binders,8.856
2,Furniture,0.3,East,Consumer,Standard Class,Ohio,Chairs,85.246
7,Office Supplies,0.2,West,Consumer,Standard Class,Oregon,Envelopes,21.728
5,Furniture,0.2,West,Consumer,Standard Class,Oregon,Chairs,1487.04
6,Office Supplies,0.0,West,Corporate,Same Day,California,Envelopes,71.88
3,Furniture,0.0,West,Corporate,Same Day,California,Furnishings,9.24
6,Office Supplies,0.0,West,Corporate,Same Day,California,Paper,35.88
3,Office Supplies,0.2,West,Corporate,Same Day,California,Binders,17.04
3,Office Supplies,0.2,West,Corporate,Same Day,California,Binders,931.176
4,Furniture,0.2,West,Consumer,First Class,Colorado,Chairs,483.136
2,Furniture,0.2,South,Consumer,Standard Class,North Carolina,Chairs,196.784
5,Furniture,0.2,South,Consumer,Standard Class,North Carolina,Bookcases,231.92
3,Office Supplies,0.0,West,Corporate,Standard Class,California,Supplies,29.7
2,Furniture,0.6,Central,Consumer,Standard Class,Texas,Furnishings,13.592
2,Office Supplies,0.0,West,Consumer,Second Class,California,Paper,70.88
1,Office Supplies,0.2,West,Corporate,Standard Class,Colorado,Storage,114.288
8,Office Supplies,0.7,West,Corporate,Standard Class,Colorado,Binders,36.624
8,Furniture,0.7,West,Corporate,Standard Class,Colorado,Bookcases,242.352
2,Technology,0.2,West,Corporate,Standard Class,Colorado,Phones,49.616
6,Technology,0.2,West,Corporate,Standard Class,Colorado,Phones,57.36
5,Furniture,0.2,West,Corporate,Standard Class,Colorado,Chairs,906.68
